pgid;startdatum;einddatum;eind_winter;begin_zomer;eind_zomer;begin_winter;zomerpeil;winterpeil;2e marge onder;1e marge onder;1e marge boven;2e marge boven
PG0898;20190101;20231031;01-04;01-05;01-09;01-10;-0.25;-0.25;25;25;25;25
PG1935;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1934;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1933;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1937;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1979;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG0575;20190101;20230717;01-04;01-05;01-09;01-10;3.3;3.3;25;10;10;25
PG0416;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.55;25;10;10;25
PG1588;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG0039;20130404;20180404;01-04;01-05;01-09;01-10;-0.8;-0.8;25;10;10;25
PG0039;20180404;20230404;01-04;01-05;01-09;01-10;-0.82;-0.82;25;10;10;25
PG1127;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0671;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0961;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0486;20190101;20231031;01-04;01-05;01-09;01-10;-1.65;-1.65;25;10;10;25
PG0425;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0193;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0533;20190101;20240321;01-04;01-05;01-09;01-10;-0.35;-0.35;25;10;10;25
PG0868;20190101;20230404;01-04;01-05;01-09;01-10;-1.35;-1.35;25;10;10;25
PG2130;20190101;20240219;01-04;01-05;01-09;01-10;-1.73;-1.73;10;5;5;10
PG2266;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2260;20190101;20230404;01-04;01-05;01-09;01-10;0.1;-0.05;25;10;10;25
PG2261;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2263;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2265;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2264;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2257;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2255;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2262;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2259;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2132;20190605;20290605;01-04;01-05;01-09;01-10;-0.4;-0.4;25;10;10;25
PG1955;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG1952;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG1951;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG0490;20190101;20231031;01-04;01-05;01-09;01-10;-0.82;-0.82;25;10;10;25
PG1823;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1821;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1820;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1825;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG0341;20190101;20271130;01-04;01-05;01-09;01-10;-1.1;-1.1;25;10;10;25
PG1222;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0752;20190525;20290525;01-04;01-05;01-09;01-10;-2.34;-2.34;25;10;10;25
PG0165;20190101;20221115;01-04;01-05;01-09;01-10;2;2;25;10;10;25
PG0429;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2136;20190101;20230717;01-04;01-05;01-09;01-10;1.6;1.6;25;10;10;25
PG0497;20190101;20240321;01-04;01-05;01-09;01-10;-0.64;-0.64;25;10;10;25
PG1052;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1160;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0250;20190101;20230613;01-04;01-05;01-09;01-10;-0.8;-0.8;10;5;5;10
PG1865;20190101;20250312;01-04;01-05;01-09;01-10;-0.58;-0.58;0;0;638;0
PG1862;20190525;20290525;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1861;20190525;20290525;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1860;20190525;20290525;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1859;20190525;20290525;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1858;20190525;20290525;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2284;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2279;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2277;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2274;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2273;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2268;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2272;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG1412;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG1412;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG1412;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG1412;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG0816;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG0816;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG0816;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG0816;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG1098;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1523;20190101;20240321;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
PG1954;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG1514;20190101;20240321;01-04;01-05;01-09;01-10;-0.25;-0.25;25;10;10;25
PG1500;20190101;20240321;01-04;01-05;01-09;01-10;-1.1;-1.1;25;10;10;25
PG1499;20190101;20240321;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG1410;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG1410;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG1410;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG1410;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG1409;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG1409;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG1409;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG1409;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG1408;20051020;20081020;01-04;01-05;01-09;01-10;-2.48;-2.58;0;0;0;0
PG1408;20081020;20111020;01-04;01-05;01-09;01-10;-2.5;-2.6;0;0;0;0
PG1408;20111020;20141020;01-04;01-05;01-09;01-10;-2.52;-2.62;0;0;0;0
PG1408;20141020;20191231;01-04;01-05;01-09;01-10;-2.54;-2.64;0;0;0;0
PG0204;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2240;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0349;20190101;20210210;01-04;01-05;01-09;01-10;-0.4;-0.5;10;5;5;10
PG0999;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0275;20190101;20250312;01-04;01-05;01-09;01-10;-0.47;-0.47;10;5;638;0
PG1116;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1085;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0353;20190101;20271130;01-04;01-05;01-09;01-10;-0.7;-0.7;25;10;10;25
PG1156;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0754;20190101;20250120;01-04;01-05;01-09;01-10;-2;-2;0;0;0;0
PG1244;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1136;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1122;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0194;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0960;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1171;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1769;20190605;20290605;01-04;01-05;01-09;01-10;-1.85;-1.85;25;10;10;25
PG1428;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1036;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0730;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG1454;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG1453;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG0431;20190101;20230404;01-04;01-05;01-09;01-10;0.3;0.3;25;10;10;25
PG0070;20190101;20230404;01-04;01-05;01-09;01-10;-1.6;-1.6;25;10;10;25
PG2093;20190101;20210210;01-04;01-05;01-09;01-10;0.1;-0.1;10;5;5;10
PG0478;20190101;20231031;01-04;01-05;01-09;01-10;0.12;0.12;25;10;10;25
PG2289;20190101;20230404;01-04;01-05;01-09;01-10;-0.4;-0.58;25;10;10;25
PG2288;20190101;20230404;01-04;01-05;01-09;01-10;-0.4;-0.58;25;10;10;25
PG2287;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-1;25;10;10;25
PG2285;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2271;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2270;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG0703;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0719;20190101;20271130;01-04;01-05;01-09;01-10;-0.8;-0.8;25;10;10;25
PG1291;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0694;20190101;20230717;01-04;01-05;01-09;01-10;4;4;25;10;10;25
PG0845;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0787;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG0507;20190101;20240321;01-04;01-05;01-09;01-10;1.63;1.63;25;10;10;25
PG1458;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG1457;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG1455;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG1452;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG1468;20190101;20250120;01-04;01-05;01-09;01-10;-1.9;-2;0;0;0;0
PG1460;20190101;20250120;01-04;01-05;01-09;01-10;-1.9;-2;0;0;0;0
PG1456;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG1343;20190101;20250120;01-04;01-05;01-09;01-10;-2.1;-2.15;0;0;0;0
PG1342;20190101;20250120;01-04;01-05;01-09;01-10;-2.1;-2.15;0;0;0;0
PG0212;20190101;20230404;01-04;01-05;01-09;01-10;-1;-1;25;10;10;25
PG1950;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG1949;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG1560;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1556;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG0863;20190101;20230404;01-04;01-05;01-09;01-10;-1.85;-1.85;25;10;10;25
PG1561;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG2278;20190101;20230404;01-04;01-05;01-09;01-10;0.1;-0.05;25;10;10;25
PG2280;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2275;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2282;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2276;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG2283;20190101;20230404;01-04;01-05;01-09;01-10;-1.45;-1.55;25;10;10;25
PG1152;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1216;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1201;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1822;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1817;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1819;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1824;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1813;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG0116;20190101;20230404;01-04;01-05;01-09;01-10;-2.01;-2.01;25;10;10;25
PG1157;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0319;20190101;20240219;01-04;01-05;01-09;01-10;-1.14;-1.14;10;5;5;10
PG1055;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1508;20190101;20240321;01-04;01-05;01-09;01-10;-0.1;-0.1;25;10;10;25
PG1534;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG2142;20190101;20230404;01-04;01-05;01-09;01-10;-1.1;-1.1;25;10;10;25
PG0502;20190101;20231031;01-04;01-05;01-09;01-10;-0.1;-0.1;25;10;10;25
PG0850;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0259;20190101;20230613;01-04;01-05;01-09;01-10;-1.55;-1.55;10;5;5;10
PG1101;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0702;20190101;20230717;01-04;01-05;01-09;01-10;0.4;0.4;25;10;10;25
PG1139;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0091;20190101;20231009;01-04;01-05;01-09;01-10;3;3;0;600;10;25
PG0710;20190101;20230717;01-04;01-05;01-09;01-10;0.15;0.15;25;20;20;25
PG2003;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2010;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1562;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1605;20190101;20271101;01-04;01-05;01-09;01-10;-2.23;-2.33;25;10;10;25
PG1845;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG1405;20051020;20081020;01-04;01-05;01-09;01-10;-2.3;-2.3;0;10.0;10.0;0
PG1405;20081020;20111020;01-04;01-05;01-09;01-10;-2.32;-2.32;0;10.0;10.0;0
PG1405;20111020;20141020;01-04;01-05;01-09;01-10;-2.34;-2.34;0;10.0;10.0;0
PG1405;20141020;20191231;01-04;01-05;01-09;01-10;-2.36;-2.36;0;10.0;10.0;0
PG1392;20051020;20081020;01-04;01-05;01-09;01-10;-2.81;-2.91;0;0;0;0
PG1392;20081020;20111020;01-04;01-05;01-09;01-10;-2.83;-2.93;0;0;0;0
PG1392;20111020;20141020;01-04;01-05;01-09;01-10;-2.85;-2.95;0;0;0;0
PG1392;20141020;20191231;01-04;01-05;01-09;01-10;-2.87;-2.97;0;0;0;0
PG2451;20190101;20230404;01-04;01-05;01-09;01-10;-1.825;-1.825;25;27.5;27.5;25
PG1355;20190101;20230613;01-04;01-05;01-09;01-10;-1.9;-1.9;10;5;5;10
PG0294;20190525;20290525;01-04;01-05;01-09;01-10;-1.87;-1.87;25;10;10;25
PG1811;20190101;20250312;01-04;01-05;01-09;01-10;-0.47;-0.47;10;5;638;0
PG1812;20190101;20210420;01-04;01-05;01-09;01-10;-0.92;-1.02;10;5;5;10
PG1810;20190101;20250312;01-04;01-05;01-09;01-10;-0.47;-0.47;10;5;638;0
PG1808;20190101;20210420;01-04;01-05;01-09;01-10;-1.5;-1.5;10;5;5;10
PG1809;20190101;20210420;01-04;01-05;01-09;01-10;-1.5;-1.5;10;5;5;10
PG1815;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG1807;20190101;20210420;01-04;01-05;01-09;01-10;-1.15;-1.15;10;5;5;10
PG1166;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1034;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1097;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1282;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0915;20190101;20230404;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
PG2055;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG0282;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG1211;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0335;20190101;20210210;01-04;01-05;01-09;01-10;-0.4;-0.4;10;5;5;10
PG0984;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2053;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG1035;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0584;20190101;20271101;01-04;01-05;01-09;01-10;-1.5;-1.5;25;10;10;25
PG2291;20190101;20230404;01-04;01-05;01-09;01-10;-0.4;-0.58;25;10;10;25
PG2290;20190101;20230404;01-04;01-05;01-09;01-10;-0.4;-0.58;25;10;10;25
PG2002;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2001;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2000;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2044;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.02;10;5;5;10
PG2135;20190101;20231009;01-04;01-05;01-09;01-10;2.7;2.6;25;10;10;25
PG1924;20190101;20250312;01-04;01-05;01-09;01-10;-0.58;-0.58;0;0;638;0
PG1923;20190101;20250312;01-04;01-05;01-09;01-10;-0.58;-0.58;0;0;638;0
PG1921;20190101;20250120;01-04;01-05;01-09;01-10;-1.37;-1.37;0;0;0;0
PG0152;20190101;20221115;01-04;01-05;01-09;01-10;0.3;0;25;10;10;25
PG0893;20190101;20230717;01-04;01-05;01-09;01-10;0.7;1.2;25;10;10;25
PG0172;20190101;20221115;01-04;01-05;01-09;01-10;1.7;1.5;25;10;10;25
PG2465;20190525;20290525;01-04;01-05;01-09;01-10;-2.3;-2.3;25;20.0;20.0;25
PG1188;20190101;20230404;01-04;01-05;01-09;01-10;-1.8;-1.8;25;25.0;25.0;25
PG2146;20190101;20231009;01-04;01-05;01-09;01-10;2.55;2.55;25;35;35;25
PG0386;20190101;20231023;01-04;01-05;01-09;01-10;0.75;0.75;0;375;10;25
PG0113;20190101;20240321;01-04;01-05;01-09;01-10;0.53;0.53;25;17;17.0;25
PG0214;20190101;20231023;01-04;01-05;01-09;01-10;1.8;1.8;0;480.0;10;25
PG2162;20190101;20231023;01-04;01-05;01-09;01-10;2;2;0;500;10;25
PG2428;20190101;20231009;01-04;01-05;01-09;01-10;3.83;3.83;0;683.0;10;25
PG0382;20190101;20231023;01-04;01-05;01-09;01-10;0.8;0.8;0;380.0;10;25
PG0741;20190101;20271130;01-04;01-05;01-09;01-10;-0.25;-0.25;25;10;10;25
PG0437;20190101;20230404;01-04;01-05;01-09;01-10;-1;-1;25;25.0;25;25
PG0027;20190101;20231009;01-04;01-05;01-09;01-10;4;4;0;700;10;25
PG0366;20190101;20271130;01-04;01-05;01-09;01-10;0.25;0.25;25;10;10;25
PG2433;20190101;20231023;01-04;01-05;01-09;01-10;1.65;1.55;25;10;10;25
PG2119;20190101;20230717;01-04;01-05;01-09;01-10;0.75;0.75;25;25.0;25.0;25
PG1033;20190101;20230404;01-04;01-05;01-09;01-10;-0.8;-0.8;0;220.0;10;25
PG2196;20190101;20231031;01-04;01-05;01-09;01-10;0.915;0.915;25;50.5;50.5;25
PG0933;20190101;20231023;01-04;01-05;01-09;01-10;1.75;1.75;25;10;10;25
PG0009;20190101;20221115;01-04;01-05;01-09;01-10;1.3;1.2;25;10;10;25
PG0441;20190101;20230404;01-04;01-05;01-09;01-10;-1.5;-1.7;25;10;10;25
PG0852;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0277;20190101;20210420;01-04;01-05;01-09;01-10;-1.35;-1.45;10;5;5;10
PG0355;20190101;20210210;01-04;01-05;01-09;01-10;-0.25;-0.4;10;5;5;10
PG0378;20190101;20231023;01-04;01-05;01-09;01-10;0.3;0.1;25;10;10;25
PG0111;20190101;20250514;01-04;01-05;01-09;01-10;-0.9;-1.1;0;0;0;0
PG0171;20190101;20221115;01-04;01-05;01-09;01-10;1.1;1;25;10;10;25
PG2104;20190101;20231023;01-04;01-05;01-09;01-10;0.55;0.45;25;10;10;25
PG0379;20190101;20231023;01-04;01-05;01-09;01-10;0.4;0.2;25;10;10;25
PG0187;20190101;20230404;01-04;01-05;01-09;01-10;-1.44;-1.54;25;10;10;25
PG0422;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-1;25;10;10;25
PG2134;20190101;20231009;01-04;01-05;01-09;01-10;2.7;2.6;25;10;10;25
PG2467;20190101;20221115;01-04;01-05;01-09;01-10;-0.1;-0.25;25;10;640;0
PG2432;20190101;20231009;01-04;01-05;01-09;01-10;3.83;3.83;0;683.0;10;25
PG2431;20190101;20231009;01-04;01-05;01-09;01-10;3.83;3.83;0;683.0;10;25
PG2430;20190101;20231009;01-04;01-05;01-09;01-10;3.83;3.83;0;683.0;10;25
PG2448;20190101;20231009;01-04;01-05;01-09;01-10;3.83;3.83;0;683.0;10;25
PG2170;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG2210;20190101;20231023;01-04;01-05;01-09;01-10;1.725;1.725;25;27.5;27.5;25
PG2209;20190101;20231023;01-04;01-05;01-09;01-10;1.725;1.725;25;27.5;27.5;25
PG2208;20190101;20231023;01-04;01-05;01-09;01-10;1.725;1.725;25;27.5;27.5;25
PG2167;20190101;20231009;01-04;01-05;01-09;01-10;3.55;3.55;0;655.0;10;25
PG0457;20190101;20271130;01-04;01-05;01-09;01-10;-1.4;-1.4;25;10;10;25
PG0062;20190101;20231023;01-04;01-05;01-09;01-10;0.475;0.475;25;17.5;17.5;25
PG2082;20190101;20231031;01-04;01-05;01-09;01-10;-0.375;-0.375;25;17.5;17.5;25
PG0855;20190101;20231023;01-04;01-05;01-09;01-10;0.6;0.6;25;15.0;15.0;25
PG0790;20190101;20231023;01-04;01-05;01-09;01-10;-0.2;-0.2;25;10;10;25
PG0676;20190101;20230717;01-04;01-05;01-09;01-10;0.6;0.6;25;20.0;20.0;25
PG0034;20190101;20231009;01-04;01-05;01-09;01-10;3.83;3.83;0;683.0;10;25
PG0239;20190101;20271130;01-04;01-05;01-09;01-10;0;0;25;10;10;25
PG0438;20190101;20230404;01-04;01-05;01-09;01-10;-1.15;-1.15;25;30.0;30.0;25
PG0384;20190101;20231023;01-04;01-05;01-09;01-10;1;1;0;400;10;25
PG0904;20190101;20250514;01-04;01-05;01-09;01-10;-1.1;-1.2;0;0;0;0
PG0125;20190101;20230717;01-04;01-05;01-09;01-10;2.1;2;25;10;10;25
PG0542;20190101;20231023;01-04;01-05;01-09;01-10;0.95;0.8;25;10;10;25
PG0547;20190101;20250514;01-04;01-05;01-09;01-10;-1.2;-1.3;0;0;0;0
PG0440;20190101;20230404;01-04;01-05;01-09;01-10;-1.65;-1.85;25;10;10;25
PG0207;20130404;20230404;01-04;01-05;01-09;01-10;-1.03;-1.13;25;10;10;25
PG0207;20230404;20330404;01-04;01-05;01-09;01-10;-1.06;-1.16;25;10;10;25
PG0166;20190101;20221115;01-04;01-05;01-09;01-10;2.7;2.75;25;10;10;25
PG0162;20190101;20221115;01-04;01-05;01-09;01-10;0.5;0.2;25;10;10;25
PG1814;20190101;20210420;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG0235;20190101;20221115;01-04;01-05;01-09;01-10;0.8;0.6;25;10;10;25
PG0359;20051020;20081020;01-04;01-05;01-09;01-10;-2.68;-2.78;0;0;0;0
PG0359;20081020;20111020;01-04;01-05;01-09;01-10;-2.7;-2.8;0;0;0;0
PG0359;20111020;20141020;01-04;01-05;01-09;01-10;-2.72;-2.82;0;0;0;0
PG0359;20141020;20191231;01-04;01-05;01-09;01-10;-2.74;-2.84;0;0;0;0
PG0264;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG0452;20190101;20250514;01-04;01-05;01-09;01-10;-1;-1.1;0;0;0;0
PG0043;20190101;20230404;01-04;01-05;01-09;01-10;-0.42;-0.62;25;10;10;25
PG0142;20190101;20221115;01-04;01-05;01-09;01-10;-0.3;-0.5;25;10;10;25
PG0293;20190525;20290525;01-04;01-05;01-09;01-10;-2.08;-2.13;25;10;10;25
PG0580;20130404;20230404;01-04;01-05;01-09;01-10;-2.22;-2.32;25;10;10;25
PG0580;20230404;20330404;01-04;01-05;01-09;01-10;-2.2;-2.3;25;10;10;25
PG0333;20190101;20210210;01-04;01-05;01-09;01-10;-0.9;-1;10;5;5;10
PG0016;20190101;20221115;01-04;01-05;01-09;01-10;2.4;2.15;25;10;10;25
PG2152;20190101;20231009;01-04;01-05;01-09;01-10;3;3;0;600;10;25
PG0793;20190101;20231009;01-04;01-05;01-09;01-10;2.85;2.85;0;585.0;10;25
PG2097;20190101;20231023;01-04;01-05;01-09;01-10;1.8;1.8;0;480.0;10;25
PG2211;20190101;20231009;01-04;01-05;01-09;01-10;1.6;1.4;25;10;10;25
PG1325;20190101;20230404;01-04;01-05;01-09;01-10;-0.3;-0.3;25;35;35.0;25
PG1324;20190101;20230404;01-04;01-05;01-09;01-10;-0.475;-0.475;25;32.5;32.5;25
PG2201;20190101;20231023;01-04;01-05;01-09;01-10;1.8;1.8;0;480.0;10;25
PG2159;20190101;20231009;01-04;01-05;01-09;01-10;3;3;0;600;10;25
PG2402;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.8;0;580.0;10;25
PG2401;20190101;20231009;01-04;01-05;01-09;01-10;2.2;2;25;10;10;25
